Peptide,condition,0min_1,0min_2,0min_3,0min_4,12min_1,12min_2,12min_3,12min_4,18min_1,18min_2,18min_3,18min_4,24min_1,24min_2,24min_3,24min_4,30min_1,30min_2,30min_3,30min_4,36min_1,36min_2,36min_3,36min_4,42min_1,42min_2,42min_3,42min_4,48min_1,48min_2,48min_3,48min_4,54min_1,54min_2,54min_3,54min_4,60min_1,60min_2,60min_3,60min_4,6min_1,6min_2,6min_3,6min_4
Glyma.06G148800.1_S146_1,Control,24.98116308,25.1690718,24.76872419,0,24.65214787,24.61682075,24.77945482,0,24.29413303,25.25484189,24.78294698,0,24.90176971,24.86650051,24.667365,0,24.83862296,24.66977564,25.3460284,0,24.7038112,25.51898507,25.06109854,0,24.38651857,24.91936659,24.24932298,0,25.00865829,25.02326899,25.03562958,0,24.77853621,24.28377224,24.46525437,0,25.28569985,25.54104069,25.17929731,0,24.69526486,24.82390072,24.86269796,0
Glyma.06G159200.1_S566_1,Control,24.04286179,24.1787536,24.43810028,24.18055158,23.80768647,24.04867673,24.33519755,24.5017273,24.11631692,23.83453883,24.53468248,23.6889348,23.64945722,23.96620765,24.47010723,23.90362081,23.76286169,24.20782855,23.56979047,24.35971827,24.08602564,24.21604059,24.87258123,24.63218883,24.12519596,23.90854832,24.92200957,24.22290047,24.10182394,24.27512939,24.20838368,24.46450892,23.92592404,23.99685826,24.23600731,24.40729769,24.21344284,24.11436293,24.234849,24.53187815,23.80198208,24.01598832,24.13838603,24.00238795
Glyma.06G161200.1_S496_1,Control,26.47589147,25.5106625,25.4085153,24.77290217,25.54718007,25.48060502,25.66626036,24.82938903,26.18500331,25.14735333,25.82552218,25.22408263,26.00584148,25.63541196,25.62365485,25.31660836,26.17308408,25.62057461,25.16083863,25.0772001,26.44284097,26.06678604,25.39551595,25.37638287,25.76272972,25.22400099,26.36709458,25.86289488,26.50056281,25.24550338,25.34078136,25.92627922,26.3147303,25.74026408,25.26513217,25.58585054,25.18283965,25.19268799,25.18485584,25.95920682,26.12583934,25.8889461,25.65720759,25.2747283
Glyma.06G162500.1_S973_1,Control,25.06891052,19.44535867,26.46450477,24.99473037,25.05372057,25.62699229,26.99680159,25.022359,24.22296538,25.36545577,27.24650931,25.39320761,25.60182159,24.72862838,26.75504751,24.92751283,25.62976979,26.23345134,27.28217637,25.40597022,25.43905801,24.10628387,26.46027565,25.25241929,26.40310986,24.8938642,27.86165411,26.54690853,25.8175918,24.26024024,26.44084316,25.61214199,25.870963,24.11258893,26.85118071,26.01329225,24.35112252,23.22901245,27.23647636,26.21571028,25.57097075,25.72382919,26.72646609,25.42779681
Glyma.06G182100.1_S297_1,Control,23.6016699,24.33561203,24.45110739,0,24.15447332,23.72615336,24.61790618,0,23.27146123,23.97753235,24.31222634,0,23.06011811,23.8052919,23.74592996,0,23.58840775,23.80257305,23.51045241,0,24.0388849,23.84175466,24.29555908,0,23.84364611,23.76156433,24.013544,0,23.4314016,24.17884308,23.82516538,0,23.92950161,23.66608372,23.99014417,0,23.99068404,23.68052456,24.58332575,0,22.53626092,23.53247831,24.08313943,0
Glyma.06G187600.1_S61_1,Control,24.19095885,23.75181802,23.51286284,23.57908072,23.27243412,23.2962492,23.35966046,23.18885496,23.76829905,23.61790164,23.18147555,23.78693548,24.02573294,23.76417605,23.74259274,23.95581858,23.90507993,23.51862881,23.02496918,23.69997778,23.78539126,23.50493295,23.9396808,23.45046311,23.45292755,23.59398185,23.76655862,23.73652292,24.06010514,23.50949421,23.73311883,23.8627021,23.58385926,23.75998519,23.69577008,23.79512233,23.98113489,23.88812956,23.8601084,23.81515539,23.58480853,23.21756884,23.53934273,23.44105357
Glyma.06G189900.1_T955_1,Control,26.52919859,26.69442162,27.53612609,0,26.0142671,26.87092631,27.3497118,0,26.63754608,26.71361654,27.45996491,0,26.72414289,27.21486661,27.32750091,0,25.78207339,26.12130838,26.29929409,0,27.3929727,27.50972331,27.7331059,0,27.07031413,26.66966013,27.45620641,0,26.99253068,26.53864909,27.56751235,0,26.75634611,26.967882,27.84996094,0,27.43529392,27.40250153,27.4033901,0,26.34183067,26.82574682,27.29766353,0
Glyma.06G202100.1_S231_1,Control,25.19088101,25.8541542,25.60696154,25.04081794,25.14864583,25.28575543,25.8011413,25.07683953,0,25.29867823,25.48353834,25.35454615,24.79051059,25.79989444,24.54920242,25.17936066,25.63344514,25.87600574,23.66974108,25.14141191,25.30527664,25.44243125,25.32939294,25.92308512,24.62778959,25.5543584,23.5446699,25.15557119,25.94606109,25.51313902,25.30788859,25.18427804,25.67997513,26.17393729,25.35852047,25.32630192,25.68483248,25.92457404,25.72778812,25.20942216,25.35966183,25.2535073,25.86685558,25.02484262
Glyma.06G216700.1_S45_1,Control,22.95149075,23.18831578,22.88202714,24.35993953,24.65182265,23.33914659,23.68576646,24.57680807,22.92581164,23.67076521,23.88434555,25.78185264,23.81770096,23.5995064,23.92779289,24.38338096,0,22.87834596,21.86533016,24.11777854,24.99658555,24.12941147,24.29387841,24.93295146,24.33248069,23.81495487,23.8963252,24.15721622,23.39251993,23.65820694,23.94474928,24.32798178,0,23.83714591,24.0692384,24.46495956,0,23.5417617,21.39051786,24.46149564,21.34232063,0,23.80592628,24.61578218
Glyma.06G223500.1_S1627_1,Control,24.92704851,27.23423825,28.21684758,27.69370379,25.65920716,26.38700534,28.1627095,28.06836006,25.11010228,26.86462741,27.90417833,27.9894122,25.39261422,27.0020168,27.58657976,27.76649318,25.31475583,26.52774841,26.79686516,27.01975477,25.81288492,26.61424532,28.20742684,27.32398467,25.33513027,26.77470014,27.96022729,27.15644535,25.4956637,26.79887471,27.73008195,27.45852772,26.30913492,26.8031698,28.18067171,27.64901438,26.50027042,26.91530658,27.8630051,27.50166678,25.52179372,26.27407498,27.9744605,27.90511961
Glyma.06G223500.1_S1678_1,Control,28.37700736,28.83457189,28.64539141,0,28.42428862,28.60219066,22.76422583,0,28.7844002,28.73368593,28.67391183,0,28.4624277,28.43784048,28.61272899,0,28.2034231,28.93714794,28.41427526,0,22.09351355,29.01405775,28.38288547,0,28.31393142,28.67933216,28.41152675,0,28.05792942,28.50318465,28.40882332,0,28.47269776,28.60148398,28.47869015,0,28.54680736,28.64139039,28.27497218,0,28.38058767,28.45333358,28.13445565,0
Glyma.06G300800.1_S107_1,Control,24.47682552,24.4718805,24.22400299,24.7848932,24.63686102,24.29247257,23.84165464,24.89118966,24.16109086,24.45309932,23.56775159,25.13346943,24.62733854,24.07659393,24.11405397,24.93630006,24.09960396,24.54607625,25.05219065,24.37072122,24.00969047,23.73569647,23.90424113,24.39842681,24.21042844,24.14087953,23.84548993,24.43276667,24.02296012,24.07139513,24.7166135,24.12324496,24.40246477,23.74298238,23.85674846,24.31047479,24.51465974,24.46605164,23.59159041,24.34859437,24.22011304,24.0778186,23.8374974,24.4181796
Glyma.06G300800.1_S208_1,Control,24.15078548,24.34537827,23.21687263,24.0145989,23.99258809,23.54907835,22.80704072,24.07495274,23.97326561,24.05603621,23.0311942,24.39340559,24.23191194,23.84386513,23.79696809,23.81600452,24.25348532,23.22512913,24.95981462,24.47041309,24.69103472,23.31959412,23.39885556,24.34049084,24.03718784,23.40176662,22.82341185,24.43879824,24.34323248,24.45862574,23.37379832,24.39261819,23.86381035,24.45519107,22.92927218,24.41118661,24.14540148,23.71401011,23.50139675,24.26075773,24.05411273,22.95191374,23.30409411,23.76600909
Glyma.07G003600.1_S750_1,Control,23.06456265,24.70991232,24.92549057,24.45267633,23.38773776,24.49610925,24.77045644,24.52424985,23.96069373,24.55408122,25.14237103,24.47106074,23.62218047,0,24.38077915,24.1125615,23.67236292,24.75364846,23.99726444,24.14803091,23.24703168,24.57769229,24.00814834,24.11697767,23.81929146,24.58579574,25.20896279,24.13710086,23.11604725,24.582564,24.34463518,24.34637541,23.57038346,24.04226817,24.4814012,24.40442056,24.09140724,24.93965344,24.5334557,24.87826021,23.62472457,24.4530762,24.43098709,24.34273055
Glyma.07G042700.1_S15_1,Control,0,24.96113637,25.23852084,24.44540167,24.64901653,24.54951904,25.33819678,24.76368902,0,24.76336789,25.13305842,24.63637179,22.00788985,25.37692148,24.60539884,25.55366781,23.28842208,24.5988405,23.79185035,24.54540846,25.50841966,24.79785459,25.76491105,25.26326292,24.1194796,25.24595253,24.99977494,24.64246689,24.89307394,24.99400611,25.41363431,25.31508979,25.46567885,25.08495566,25.7623163,25.33892242,25.62683811,24.95188451,25.74195402,25.16918159,24.8656847,24.49927881,25.39979006,24.74362022
Glyma.07G046500.1_S24_1,Control,25.33643807,24.54847213,24.4299397,24.86286233,24.85736976,24.97831999,24.45061452,24.657965,0,24.62301552,25.31701325,25.17125512,24.89643868,24.54834898,24.30024374,25.00616497,24.80262222,24.7362732,24.58173046,25.03944997,24.98729609,25.36828373,24.57342096,25.20917451,25.16889038,24.66685536,24.9795239,25.1740315,24.94020891,24.62265811,24.45077544,24.74245355,25.39098803,24.63079497,24.917733,24.91415466,25.4367811,24.79486407,24.27268515,25.24527938,25.07786331,25.08981464,24.90591634,25.00988753
Glyma.07G046800.1_S364_1,Control,27.7294046,26.28045045,22.15512582,27.61406214,27.33349402,26.95694589,22.93634256,27.70746062,27.79323813,26.77090248,22.11143412,27.87384857,27.31101346,27.21396167,21.80060477,27.64159879,27.45552964,26.76922301,24.43454776,27.93167646,27.70163519,27.54670743,22.05907396,27.85342973,27.44734431,26.70857335,20.58518654,27.65590351,27.58883473,26.69564216,22.49112484,27.04596196,27.70690429,26.887309,22.04549504,27.48210643,27.78456284,26.33002995,22.33781797,27.91539974,27.52559116,27.5215423,21.55930942,27.5455539
Glyma.07G051000.1_S321_1,Control,21.87826379,24.91104221,24.84582702,24.64440539,24.90752797,24.25959845,25.24705739,24.93972219,25.0381551,24.93729783,25.10995953,25.46155578,25.36030145,24.96828414,24.07834029,24.69971724,23.73992854,25.19319592,24.07761426,24.9962904,25.04910474,24.5986563,24.9467775,25.21990295,24.78185904,25.42089354,25.95977791,24.74740296,0,25.27226445,25.17485012,24.85215708,24.77587676,25.27306144,24.70236235,24.84200738,25.52436781,24.83568381,24.92526552,25.34327468,24.33893495,24.7007219,25.30505906,24.98031972
Glyma.07G053200.1_S173_1,Control,26.87410072,25.66924183,26.34736906,25.89622988,26.09126742,26.0187673,26.59701854,26.46061922,25.77683726,25.17794216,26.61744328,26.97724581,25.92932442,26.87457835,26.74714897,26.59940244,26.58263989,24.95951102,0,26.8662454,26.64406412,26.40403385,26.48349234,26.95939337,26.58122738,25.85933725,27.24995014,26.97370216,27.16984339,26.51237246,26.40179522,27.16017375,27.64994969,27.08358739,26.87595317,26.99226019,26.29550085,24.31870255,26.57818493,26.95530196,26.41021252,26.74024089,27.39543956,27.08661795
Glyma.07G053200.1_S183_2,Control,21.79242539,22.2585477,0,22.22005411,22.66755024,22.38917358,22.4076243,22.31471786,22.39930569,23.04955453,22.128962,15.92764292,22.46520045,22.79446864,23.14095103,22.78528668,22.47835266,22.67820143,25.84378482,23.34341919,22.18310571,22.54983382,22.59513336,16.69569202,22.10576991,22.64251022,22.01007574,23.62212275,21.88967142,23.17351918,22.88878014,23.36561997,22.36998103,22.97031904,22.12049257,23.61134826,22.20395435,22.96630148,22.87985565,0,22.3711079,22.10353906,22.40906446,22.40019202
Glyma.07G055900.1_S1727_1,Control,25.33845982,25.41952706,25.44721186,25.63793115,25.12094133,25.34113802,25.21574163,25.86033758,25.40156183,25.0929545,24.91308382,26.06855857,25.29761249,25.59659312,25.14017797,25.77055424,25.25031332,25.28976255,24.78708579,25.12344636,25.18134733,25.1091125,25.16959913,25.32015103,25.43073113,25.55789189,25.1606943,25.11902421,25.29355278,25.02335867,25.54349472,25.31631369,25.65273232,25.10166515,24.58642831,25.03017386,25.23659578,25.32628202,24.83100786,25.33816898,25.20653065,25.56666403,25.27571005,25.65173892
Glyma.07G070900.1_S165_2,Control,25.55433734,24.70526138,25.57766017,0,25.13341877,25.21894807,25.71477818,0,24.84050348,24.49928541,25.89848919,0,25.41424088,25.37144,25.25322866,0,25.44789668,25.54878673,25.50627265,0,25.18459709,25.55361633,25.31805856,0,25.6940774,25.13243507,25.18640936,0,25.36579007,25.00524992,25.40724959,0,20.06108645,24.9187337,25.02266003,0,20.2717184,24.77691972,25.17031575,0,25.77692255,25.7885479,25.52652709,0
Glyma.07G070900.1_S180_2,Control,25.55433734,24.70526138,25.57766017,24.7375452,25.13341877,25.21894807,25.71477818,25.22168411,24.84050348,24.49928541,25.89848919,25.25615281,25.41424088,25.37144,25.25322866,25.02938696,25.44789668,25.54878673,25.50627265,24.42290352,25.18459709,25.55361633,25.31805856,0,25.6940774,25.13243507,25.18640936,24.48128006,25.36579007,25.00524992,25.40724959,24.3348762,20.06108645,24.9187337,25.02266003,24.51954756,20.2717184,24.77691972,25.17031575,0,25.77692255,25.7885479,25.52652709,25.04501717
Glyma.07G072100.1_T24_1,Control,22.46454692,23.70937496,24.30554529,22.77201203,22.62248569,23.44301974,24.31574755,23.65013754,23.08779097,23.50705121,24.09409282,21.67710051,22.64451168,24.24203523,24.09138888,23.3999231,22.28907467,23.37783868,23.06591822,0,23.69216769,24.23897089,24.89766944,24.11315849,22.38154801,23.58318302,24.38443332,22.94668095,22.80420365,23.53051129,24.27767759,23.49845973,23.0362529,23.82867669,25.16683524,23.7917169,23.46928681,24.12972843,24.34855575,23.53577745,22.02266628,23.38856017,24.36202447,23.09054914
Glyma.07G078300.1_S207_1,Control,25.3246025,24.20627305,23.69001264,24.56476041,0,24.83522626,23.56016112,24.6523433,0,24.94247006,23.74648197,25.13954113,25.47961979,24.56675416,24.04918472,24.69908084,25.84782729,24.67197267,25.79726976,25.51730508,24.88489497,24.70690454,0,25.19033631,24.95518009,24.86026023,0,25.36717162,24.95602897,25.29989612,0,25.41591157,25.0789061,25.15025627,23.23110747,25.30508561,0,24.91656243,23.85882505,25.46304414,25.38012593,24.54273227,23.82282901,24.80067622
Glyma.07G090300.1_S469_1,Control,21.42994326,21.31142435,22.21267124,0,21.76241277,21.96334634,22.19529799,0,21.94308746,21.8140226,22.40964329,0,21.70315363,22.36402448,22.60588271,0,21.75118134,22.0731741,21.85162884,0,22.55271783,22.92334817,22.31423424,0,21.91520283,22.37406503,22.79564451,0,22.23989051,21.97777058,23.00485821,0,22.66169952,22.14834954,23.19614519,0,22.58866032,22.80567945,22.49670122,0,22.03507698,21.92513277,22.69834836,0
Glyma.07G121300.1_S284_1,Control,22.2923342,21.15108345,21.43186332,22.00776225,22.40618173,21.64443983,21.0365126,22.6593142,22.37694883,21.70446888,17.79878056,22.79600976,22.62220314,21.52182004,21.57814972,22.44945045,22.47486064,22.11213982,22.22574447,22.24785017,22.65259792,21.97343081,21.59998625,22.20585415,22.39673711,22.26178542,0,20.53158637,22.36172947,21.53980312,21.867762,22.01581108,22.44995028,21.71783355,21.49719854,22.09518742,22.66483557,21.90812372,20.96625373,22.2716088,22.16319305,21.39308384,0,22.17171152
Glyma.07G180000.1_S80_1,Control,24.26675052,25.30059424,23.46506733,24.99616036,24.15138724,24.99374053,24.21052084,25.36921035,0,25.36480327,23.42304701,25.6489471,24.53236863,23.64989351,23.48800848,25.4144912,24.90935087,25.03308137,25.28838191,25.68914227,23.42560718,24.21710097,23.65436495,25.45615651,24.35825409,24.84807332,22.60520179,25.52745206,24.18577041,24.88066537,23.57688049,25.18193572,24.13348524,23.82052256,23.23715299,25.71095638,24.90056407,25.60579903,23.52046048,25.36937429,24.67946491,23.51364595,23.15453684,25.23472975
Glyma.07G202100.1_S976_1,Control,24.18973239,25.67548476,24.63727784,0,24.18576813,25.39983732,25.12766934,0,25.49463362,25.81731872,25.26668881,0,24.10250221,25.20216076,25.25254212,0,24.7307849,25.46800799,25.15267654,0,25.38419152,23.97103768,25.26765606,0,25.78206861,25.06835535,25.70965102,0,25.103438,25.09752664,24.30677555,0,24.33820668,25.29127281,25.48510849,0,24.60834849,24.21403202,25.50680101,0,24.94087219,25.62141701,25.16273283,0
Glyma.07G224200.1_S184_2,Control,23.91811872,25.1497374,25.02685913,0,24.6287945,25.40088117,25.5903073,0,24.74652733,25.42825152,25.55598093,0,24.11817506,25.23184912,24.72998842,0,24.54006653,25.43225764,24.54470139,0,25.06442705,23.82259567,25.29014995,0,25.87937189,24.76828053,26.24001335,0,24.92312256,25.28904613,24.75660798,0,24.7249596,25.10025249,24.8878235,0,23.85421965,23.96137274,25.17856883,0,24.47179146,25.78449488,25.59259122,0
Glyma.07G224200.1_S186_2,Control,23.91811872,25.1497374,25.02685913,0,24.6287945,25.40088117,25.5903073,0,24.74652733,25.42825152,25.55598093,0,24.11817506,25.23184912,24.72998842,0,24.54006653,25.43225764,24.54470139,0,25.06442705,23.82259567,25.29014995,0,25.87937189,24.76828053,26.24001335,0,24.92312256,25.28904613,24.75660798,0,24.7249596,25.10025249,24.8878235,0,23.85421965,23.96137274,25.17856883,0,24.47179146,25.78449488,25.59259122,0
Glyma.07G241500.1_S673_1,Control,24.04589897,24.01060904,23.76858748,24.24744279,24.39734031,24.21766304,23.66670132,24.76338671,23.92093344,24.2684551,24.21829898,25.17179385,24.39917601,0,23.65152457,24.57450125,24.06335149,25.05561867,24.02271691,24.20188298,23.71801937,24.3762496,23.60680972,23.79438928,23.77984554,24.22965344,23.84228114,23.86649429,23.63736392,24.06531037,24.14775534,23.77863215,24.12437817,23.80621473,23.30166205,24.04696436,24.20593264,24.41542732,23.34623753,24.47374286,24.31848442,24.34465856,23.3550804,24.54994747
Glyma.07G252100.1_S3561_1,Control,0,21.87125492,21.17214946,21.73590276,22.24148081,21.8106161,21.18336849,22.03423558,21.99228375,21.64657193,21.27664369,22.62499606,22.33170403,21.24553474,21.27502182,22.22660668,22.57855304,22.25975376,22.46978303,21.45465734,21.96219947,22.13927821,21.4797168,21.58304738,21.73317587,22.14379134,0,21.44365259,22.49903534,21.83498282,0,21.6058991,22.46784736,21.89804235,20.61783701,21.31039546,22.57512894,22.06603118,21.22911598,21.75703874,22.27622946,21.40406718,21.79476769,22.00561585
Glyma.07G252700.1_S45_1,Control,27.66556123,27.21759984,27.08832635,0,27.07556348,27.47357127,26.7279376,0,27.10696812,26.92684039,27.26030191,0,27.37584278,27.51545368,27.19464179,0,27.48559615,27.5798504,27.44037678,0,26.98292752,27.07072773,26.78942818,0,27.33420157,27.53065664,26.7288914,0,27.22156126,27.17342489,26.56371494,0,27.53054614,27.31250545,26.70275115,0,27.30523572,26.766451,27.08292835,0,27.55341651,27.35189957,26.99531462,0
Glyma.08G016800.1_S122_1,Control,22.67918233,23.45375378,23.0933566,23.68761716,23.3752219,23.4374026,23.7060979,23.69513109,22.89604337,23.71126717,24.11137004,23.61185202,23.40911412,22.96434342,22.84176547,23.11934269,22.8690992,24.31560878,24.12443115,23.87223304,22.53147607,24.05508322,23.0662554,23.40492979,23.05190935,23.34344228,23.74069531,23.05035161,22.54273268,23.21849765,23.18916801,22.99226905,22.9963744,22.96067859,23.49989424,23.54631763,22.96706903,24.11336193,22.74865029,23.6354882,23.11450307,23.58130215,23.27993125,23.55937297
Glyma.08G025300.1_T18_1,Control,24.43873785,25.81153157,25.99398466,25.82251144,25.27820479,25.59400904,26.09280925,26.26522442,25.2585047,25.7384142,26.16357081,25.54302444,25.2426543,25.38511825,25.68621455,25.40118441,24.96952136,25.44596528,25.44538602,25.79521438,24.90047326,25.89038804,26.00673218,26.44541907,25.04722037,25.92838987,26.25364269,25.5134082,24.72585545,25.73784388,26.04261287,25.31591967,25.09109075,25.53384437,25.88123003,25.45481276,25.34472007,25.79382961,25.93633475,25.98092079,24.58151883,25.37458168,25.91099573,25.66919513
Glyma.08G026700.1_S1075_1,Control,23.59312514,24.77302117,25.01161345,24.34467908,23.89925364,25.49031989,25.33245366,24.31348977,0,25.79010955,25.59353412,24.16082567,23.78913854,25.30588249,25.40345464,24.0897605,24.13235528,25.51590523,24.88541505,24.38545905,25.64542326,22.90725616,24.50312399,24.3985475,26.20991964,24.69630853,27.07231543,0,24.65299367,25.14958937,24.62411318,0,24.42291424,24.76219156,25.50795973,24.2536969,23.69675685,22.99959434,25.89644652,24.70671837,24.13493589,27.05013727,25.54711217,24.50252743
Glyma.08G037300.1_T220_1,Control,25.79993428,24.67942926,24.04976733,25.78536195,25.77912844,24.25095365,23.55814931,25.72741696,23.98369812,24.31609475,23.75684277,25.72302092,25.46856989,22.51873564,24.00665898,25.802292,25.26056921,23.37055561,24.63875371,25.05151594,25.15187162,24.45877837,23.57921493,25.22171172,24.89895834,24.37561512,23.63061399,25.59224449,25.58450719,24.45650185,24.39097671,25.55703466,25.24189173,24.82132546,23.61358976,25.49336363,25.26868201,24.74075244,23.1429955,25.39446089,25.36775813,23.52857512,23.9479503,25.73515231
Glyma.08G044100.1_S124_1,Control,30.22455876,30.00310048,30.40366679,28.26685481,30.05535348,29.70174242,30.38505595,28.04973247,29.73080357,29.62737883,30.13053509,28.09218951,29.48378855,30.02642634,29.90515586,28.33097712,30.03099106,29.28459955,28.96349138,28.22688929,30.49459528,29.73573054,30.22975786,29.12764702,30.46630287,30.08697138,30.16907692,28.55031634,30.45305806,29.76682626,30.76783564,28.60459311,30.49685333,30.18116975,30.90210221,28.739527,30.36364083,29.79733499,30.76929547,28.7349464,29.88759574,29.4356481,30.01105327,28.25788767
Glyma.08G055600.1_S70_1,Control,26.80302497,27.23850107,27.06179328,26.30931941,26.00417215,26.95754979,27.66435232,26.8231116,0,26.64506103,27.45283861,26.18292746,26.58848593,27.15710957,26.800182,25.44665181,26.95769612,26.61810565,25.9005147,25.89123925,26.62333019,27.13362933,27.16783057,26.22870359,26.75975319,26.77212575,27.21482344,25.8216083,27.07627787,26.69357728,27.28639227,26.05002017,26.94535399,27.18532181,27.34672211,25.82035778,26.856842,27.05137352,27.58275905,26.19392528,26.58409372,26.78059455,27.3635782,25.60381922
Glyma.08G055700.1_S361_1,Control,24.7597643,23.85085161,24.79540767,0,24.16785719,23.78299858,23.82901027,0,23.81537313,23.44396102,23.81733493,0,22.94734583,24.54930592,24.15013411,0,24.46559869,23.85407199,22.95805802,0,25.62273613,25.52940136,25.1441069,0,23.85524608,24.44445102,25.29127664,0,25.26165162,23.25347692,25.20545826,0,25.81758494,24.36955813,26.09214513,0,25.88476023,24.74140051,25.40401348,0,24.06269347,24.52810603,24.80492345,0
Glyma.08G102600.1_S721_1,Control,24.64342315,23.26804534,23.59903841,24.59998468,24.37893193,23.36823362,23.47172765,24.43406067,24.0242207,23.22569462,23.53840507,24.4547099,24.00500741,23.51885289,23.7180192,24.03472124,24.43559933,23.0388975,24.53655437,24.34216398,23.89718088,23.78078196,23.57170465,24.22709047,24.30701544,23.50019016,23.38145204,24.14988138,24.31774545,23.57850075,23.52249227,24.12518741,23.93829288,24.04552016,23.25412882,24.11035966,24.04564923,22.99891698,23.61913917,24.21183301,24.34119822,23.71761992,23.69597885,24.57647295
Glyma.08G122700.1_S311_1,Control,25.18990766,25.80655156,25.64593732,24.73303543,25.02015836,25.71512489,25.4939694,24.82794421,22.7112911,25.79599237,25.86029504,25.30947924,25.06506171,25.56036038,25.20790924,24.97408321,24.84497705,25.45098362,24.49853076,25.38630398,24.79983946,25.34307112,25.49736334,24.9743085,25.60076504,25.79853056,25.52200131,24.78393157,25.47319986,25.84064649,25.42741025,24.75336901,25.2840362,25.43389673,25.1625883,25.1047102,25.61659537,25.95780454,25.0652795,25.08878355,24.84162721,25.20378123,25.42908784,24.6207046
Glyma.08G152400.1_T1410_1,Control,0,22.43069116,22.2641611,22.20106647,22.46962528,22.37833573,22.22081643,22.78057778,21.99993701,22.61344309,21.91848509,22.45535486,22.63573739,22.13223255,21.90512491,22.61106799,22.02444868,23.01940467,23.28220115,21.78756855,21.56287098,22.23449106,21.7801744,21.17171501,21.98745452,22.5070465,21.06706773,21.64513054,21.90699063,22.30879737,21.85744108,21.4376458,21.4863276,21.78192843,21.45702489,0,22.3441126,22.70418709,0,21.63499795,22.03679661,21.69528639,21.73829796,21.89688865
Glyma.08G171800.1_S84_1,Control,21.58973434,24.00167088,24.09517483,22.85389902,23.9017826,23.15417422,24.83871111,23.25550349,23.61567909,23.36978421,23.93938491,23.65509756,22.71459281,23.76186629,23.22664523,22.93272542,23.24766198,23.73394398,22.65231278,23.0131295,24.07497259,23.87897328,24.47260296,23.0020248,23.7730573,24.01037294,24.23506286,22.09178273,20.89176966,23.73724258,24.31793877,22.92847847,23.07060655,23.88498935,24.32037275,23.0792139,23.88577688,23.57158687,24.36054476,23.0916817,22.92378129,23.18302338,24.30778017,22.91966239
Glyma.08G184400.1_S472_1,Control,25.67958458,26.31391093,26.51359723,0,25.72413789,26.30122972,26.98207902,0,26.0864369,26.23509979,26.49765414,0,25.40787888,26.59128325,26.70019183,0,25.47941496,26.55632903,26.34594938,0,25.37479903,26.713781,26.53140043,0,25.68655889,26.48787375,27.44085093,0,25.63151518,25.86126303,27.37650452,0,25.86283223,26.27303477,26.45509204,0,25.83844092,26.16786302,26.32483631,0,25.59630353,26.99583085,26.76729931,0
Glyma.08G196300.1_S133_1,Control,26.91169195,27.27274224,26.19182208,26.78584433,26.76097033,26.39661218,26.10072078,26.37131964,26.32985183,26.67856078,25.92016153,26.4369876,0,24.75491472,25.64689507,25.64873891,27.24733822,26.08372662,26.29798767,26.1222674,26.09845642,26.24814567,25.6766771,25.72630507,26.31059381,26.58551198,25.13338783,25.57163706,26.58786701,26.61303654,25.57604625,25.33040679,26.35275193,26.23574258,25.14110938,25.53874075,26.96042384,27.03155676,25.5027326,25.98828531,26.99049389,25.86483065,25.79186328,25.78684136
Glyma.08G264900.1_S148_1,Control,23.94488243,24.23306377,22.88658659,23.43102334,23.74425235,23.73569059,23.45512623,23.15549176,24.31508358,24.38248422,23.17866482,23.55233429,24.08172129,24.86703788,23.71835072,23.98401509,24.63869686,23.83052052,23.99315327,24.02210817,24.41908831,24.22887995,24.21250868,23.87197655,24.12750697,24.25261638,23.98493817,24.41062805,24.48261622,24.93417783,23.83555963,24.598088,24.11941508,25.11467448,24.05050784,24.43056673,24.87720374,25.1478986,24.01388491,24.70957118,23.68705057,23.6675276,23.32551118,22.65930556
Glyma.08G264900.1_S391_1,Control,22.55259674,22.2333735,21.69387672,22.98182032,22.76109238,21.80498978,21.3754116,22.62514982,21.92590295,22.44314769,21.68690729,0,22.3665922,22.23973702,22.36653025,22.83170236,22.76982478,21.97825938,23.79240713,22.90155667,22.3190354,21.93839664,21.61575526,0,22.11989972,21.52425143,21.36745735,22.43578561,22.82058269,22.69047817,22.13488089,22.64401535,21.7019731,22.12751443,21.61431425,22.61682724,22.43064899,22.2692725,21.95284361,22.53450907,22.54458095,21.49642011,21.58567091,22.90036114
Glyma.08G266300.1_Y294_1,Control,24.24248983,23.64065847,23.46078633,24.29096939,24.06885677,23.74292498,23.45031323,24.21307625,24.1065486,23.76368728,23.34518791,24.34167611,24.15234997,23.91099351,23.61664694,25.03724113,23.996847,23.99385844,23.63373959,24.16260138,24.13850101,24.18950221,23.66307089,24.57929367,23.87395505,23.45202511,23.40234842,24.11851766,24.07803103,23.70137079,23.24652831,24.19216387,23.5152288,23.90351193,23.46147814,24.20385701,24.02914841,23.82249868,23.25823749,0,24.04840896,23.52841877,23.55946165,24.38403334
Glyma.08G279800.1_S45_1,Control,26.13740779,27.14799643,26.5898598,0,26.1325311,26.65009579,26.62023824,0,25.95629737,26.97652695,27.23890345,0,26.39550111,26.5294635,25.96368074,0,26.06019639,26.83537032,26.57590758,0,26.22934135,26.83297166,26.38563085,0,25.98218615,26.81906408,26.75000518,0,26.17454946,26.78994105,25.93499903,0,26.15428039,26.71813534,26.35837946,0,26.30611746,26.4369163,26.04529816,0,25.91273503,27.16276855,27.08048985,0
